concept_code,omop_id,omop_name
HP:0011786,136932,Toxic uninodular goiter with thyrotoxic crisis
HP:0011786,140976,Toxic uninodular goiter
HP:0025004,79916,Acquired hallux rigidus
HP:0003075,4244858,Decreased serum protein level
HP:0001094,438422,Primary iridocyclitis
HP:0001094,434926,Iridocyclitis
HP:0034265,73819,Pain of breast
HP:0005206,4008556,Pseudocyst of pancreas
HP:0032253,4044708,"Langerhans cell histiocytosis, unifocal (clinical)"
HP:0030011,193587,Imperforate hymen
HP:0100518,197684,Dysuria
HP:0000498,378425,Blepharitis
HP:0005743,4006963,Avascular necrosis of the capital femoral epiphysis
HP:0005743,4345598,Coxa plana
HP:0011782,133436,Thyrotoxic crisis
HP:0032062,316457,Mallory-Weiss syndrome
HP:0030771,77647,Mallet finger
HP:0002933,4188155,Hernia of anterior abdominal wall
HP:0002795,4305080,Abnormal breathing
HP:0010773,257660,Partial anomalous pulmonary venous connection
HP:0002383,378143,Encephalitis
HP:0030424,4181782,Cyst of epididymis
HP:0030424,197601,Spermatocele
HP:0040181,4033861,Perioral dermatitis
HP:0001410,4326594,Abnormal liver function
HP:0031736,372322,Senile entropion
HP:0012235,432289,Drug-induced neutropenia
HP:0006889,4299505,Borderline intellectual disability
HP:0410149,4084168,Drug-induced anaphylaxis
HP:0002884,4001172,Hepatoblastoma
HP:0012175,4225324,Resistance to activated protein C due to Factor V Leiden
HP:0000813,4150816,Bicornuate uterus
HP:0000718,4085332,Physical aggression
HP:0000718,4266361,Aggressive behavior
HP:0032163,141216,Molluscum contagiosum infection
HP:0001696,193306,Situs inversus viscerum
HP:0002035,81336,Rectal prolapse
HP:0002415,374912,Leukodystrophy
HP:0031109,81088,Failure of lactation
HP:0004097,4067861,Deviation of finger
HP:0004097,78524,Acquired deformity of finger
HP:0008665,199079,Hypertrophy of clitoris
HP:0012390,76725,Anal fissure
HP:0012390,4287929,Disorder of anal region
HP:0002863,138994,Myelodysplastic syndrome (clinical)
HP:0002863,135499,Subacute myeloid leukemia
HP:0032063,4117713,Ankle joint effusion
HP:0012653,45769438,Acute severe exacerbation of asthma
HP:0000551,4279543,Color vision deficiency
HP:0000939,80824,Senile osteoporosis
HP:0000939,80502,Osteoporosis
HP:0011604,4061819,Aortopulmonary window
HP:0030773,376698,Internuclear ophthalmoplegia
HP:0100255,4101118,Pyle metaphyseal dysplasia
HP:0002580,197603,Intestinal volvulus
HP:0031458,439851,Chronic adenoiditis
HP:0003762,4049461,Congenital duplication of uterus
HP:0000317,4028571,Facial myokymia
HP:0000317,378135,Facial nerve disorder
HP:0001543,4218764,Gastroschisis
HP:0004763,317893,Paroxysmal supraventricular tachycardia
HP:0000065,432966,Hypertrophy of vulva
HP:0000065,37207172,Hypertrophy of labia
HP:0012075,441838,Personality disorder
HP:0040189,135029,Peeling of skin
HP:0033345,373852,Neuralgia
HP:0410399,4248223,Increased blood lead level
HP:0004417,442774,Intermittent claudication
HP:0200042,4262920,Skin ulcer
HP:0008676,37397743,Congenital dilatation of ureter
HP:0011726,40491883,Alveolar capillary dysplasia with pulmonary venous misalignment
HP:0041082,4324690,Fracture of skull
HP:0012479,4182164,Temporomandibular joint crepitus
HP:0034179,4180026,Vertebral artery aneurysm
HP:0100022,372604,Movement disorder
HP:0001878,435503,Hemolytic anemia
HP:0006695,435912,Endocardial cushion defect
HP:0006695,4100152,Atrioventricular septal defect and common atrioventricular junction
HP:0100570,40481907,Carcinoid tumor
HP:0025520,4062098,Calcinosis cutis
HP:0100786,438134,Hypersomnia
HP:0002249,4103703,Melena
HP:0100747,135654,Macrodactyly of toe
HP:0100590,4213865,Rectal fistula
HP:0006970,372435,Periventricular leukomalacia
HP:0000483,378424,Astigmatism
HP:0001319,4140071,Floppy infant syndrome
HP:0100315,380701,Diffuse Lewy body disease
HP:0004313,440072,Hypogammaglobulinemia
HP:0030856,438767,Staphyloma posticum
HP:0002047,4020879,Malignant hyperpyrexia due to anesthetic
HP:0002047,440285,Malignant hyperthermia
HP:0004743,4264718,Chronic tubulointerstitial nephritis
HP:0025246,4115282,Trichilemmal cyst
HP:0030166,4181178,Night sweats
HP:0012514,4024561,Pain in lower limb
HP:0008689,4149218,Undescended testes - bilateral
HP:0005661,134264,Salmonella osteomyelitis
HP:0010286,25572,Disorder of salivary gland
HP:0002576,197034,Intussusception of intestine
HP:0001945,437663,Fever
HP:0002563,312334,Constrictive pericarditis
HP:0001139,433465,Choroideremia
HP:0025679,4046205,Discitis
HP:0033515,438120,Opioid dependence
HP:0010628,374923,Bell's palsy
HP:0033771,4330445,Pleuritic pain
HP:0000726,4182210,Dementia
HP:0033791,433229,Ankylosis of tooth
HP:0025273,77963,Achilles tendinitis
HP:0100626,4340390,Chronic hepatic failure
HP:0100626,45769564,End stage liver disease
HP:0000957,4066941,Caf̩ au lait spots
HP:0000957,4180091,Birthmark
HP:0500043,4184626,Retraction of eyelid
HP:0003940,4083695,Osteoarthritis of elbow
HP:0000643,435802,Blepharospasm
HP:0001682,4069183,Subaortic stenosis
HP:0000405,377888,Conductive hearing loss
HP:0011919,4238808,Empyema of pleura
HP:0002072,440990,Chorea
HP:0002987,74127,Contracture of elbow joint
HP:0002612,4194229,Congenital hepatic fibrosis
HP:0002487,140821,Spasm
HP:0000158,437979,Enlargement of tongue
HP:0010655,4150458,Chondrodysplasia punctata
HP:0001669,432431,Discordant ventriculoarterial connection
HP:0001669,316226,Complete transposition of great vessels
HP:0008765,4164151,Auditory hallucinations
HP:0005246,201059,Hypertrophic gastritis
HP:0011002,81403,Osteopetrosis
HP:0002180,4179873,Degenerative disorder
HP:0002180,4213310,Degenerative disease of the central nervous system
HP:0025660,4160043,Chiari malformation type II
HP:0033311,4256889,Dissection of abdominal aorta
HP:0004401,193591,Meconium ileus
HP:0004401,193174,Cystic fibrosis with meconium ileus
HP:0030841,4111231,Pain in toe
HP:0002248,26727,Hematemesis
HP:0031002,4027396,Peripheral neuritis
HP:0100004,4032870,Malignant mesothelioma of pericardium
HP:0012884,4263447,Torsion of fallopian tube
HP:0011868,372409,Sciatica
HP:0012646,435648,Retractile testis
HP:0001089,440104,Atrophic iris
HP:0012498,441646,Umbilical cord around neck
HP:0000876,442274,Oligomenorrhea
HP:0100646,133444,Thyroiditis
HP:0012532,436096,Chronic pain
HP:0000072,194408,Hydroureter
HP:0000072,4318840,Dilatation of ureter
HP:0011457,4147891,Madarosis of eyelid
HP:0034267,4147829,Pain in pelvis
HP:0002588,4198381,Ulcer of duodenum
HP:0033840,195321,Postmenopausal bleeding
HP:0031813,77923,Eosinophilic colitis
HP:0001342,376713,Cerebral hemorrhage
HP:0012276,4176908,Snapping thumb syndrome
HP:0001880,40571991,Hypereosinophilic syndrome
HP:0005679,4308093,Dupuytren's disease of palm
HP:0005679,136203,Contracture of palmar fascia
HP:0000112,198124,Kidney disease
HP:0000020,197672,Urinary incontinence
HP:0010444,4111416,"Pulmonary incompetence, non-rheumatic"
HP:0002575,25582,Tracheoesophageal fistula
HP:0001653,4108659,Mitral and aortic incompetence
HP:0001653,313007,Congenital insufficiency of mitral valve
HP:0011710,313791,Bundle branch block
HP:0030212,4084868,Compulsive hoarding
HP:0002919,441968,Acetonuria
HP:0007992,319016,Retinal lattice degeneration
HP:0009780,4223399,Iliac crest spur
HP:0002239,192671,Gastrointestinal hemorrhage
HP:0025691,4308509,Impaired fasting glycemia
HP:0007755,440408,Meesman's corneal dystrophy
HP:0030148,4186392,Murmur
HP:0030148,316822,Heart murmur
HP:0100963,4031840,Hyperesthesia
HP:0012074,435279,Tonic pupillary reaction
HP:0025237,40480875,Confusional arousal disorder
HP:0100684,4116235,Malignant tumor of salivary gland
HP:0003159,4074393,Primary hyperoxaluria
HP:0003159,45757753,Hyperoxaluria
HP:0002251,194149,Hirschsprung's disease
HP:0001643,315922,Patent ductus arteriosus
HP:0000649,253328,Abnormal visual evoked potential
HP:0030156,4168230,Bence-Jones proteinuria
HP:0500053,443519,Retinopathy of prematurity stage 4 - subtotal retinal detachment
HP:0000104,4003487,Renal agenesis
HP:0002232,141933,Alopecia areata
HP:0006292,4122116,Tooth eruption disorder
HP:0005263,201340,Gastritis
HP:0041173,4145732,Fracture of metacarpophalangeal joint
HP:0001140,381252,Benign neoplasm of eye
HP:0031420,377555,Solar retinopathy
HP:0012859,435577,Leukoplakia of esophagus
HP:0002186,132342,Apraxia
HP:0002105,261687,Hemoptysis
HP:0100653,374954,Optic neuritis
HP:0100749,77670,Chest pain
HP:0000035,4208095,Congenital anomaly of testis
HP:0040113,377574,Presbycusis
HP:0001761,436799,Congenital pes cavus
HP:0001761,40548161,Talipes cavus
HP:0001891,436659,Iron deficiency anemia
HP:0002718,4323342,Recurrent bacterial infection
HP:3000041,4153380,Disorder of carotid artery
HP:0012026,4199780,Gyrate atrophy
HP:0030770,372727,Craniorachischisis
HP:0004756,4103295,Ventricular tachycardia
HP:0002999,4135083,Dislocation of patellofemoral joint
HP:0002744,46269854,Cleft palate and bilateral cleft lip
HP:4000036,4056179,Encysted hydrocele of spermatic cord
HP:0100768,4092517,Choriocarcinoma
HP:0032016,433596,Abnormal sputum
HP:0100633,30753,Esophagitis
HP:0100633,26459,Acute esophagitis
HP:0040269,381302,Obstruction of Eustachian tube
HP:0100726,434584,Kaposi's sarcoma (clinical)
HP:0100726,258981,Kaposi's sarcoma of skin
HP:0100726,140958,Kaposi's sarcoma of palate
HP:0100726,254583,Kaposi's sarcoma of lung
HP:0100726,312846,Kaposi's sarcoma of lymph nodes
HP:0100726,375479,Kaposi's sarcoma of soft tissue
HP:0040298,200775,Endometrial hyperplasia
HP:0000103,79936,Polyuria
HP:0003326,442752,Muscle pain
HP:0003560,80399,Hereditary progressive muscular dystrophy
HP:0003560,4247802,Muscular dystrophy
HP:0010769,4165681,Pilonidal cyst
HP:0012877,435866,Retrograde ejaculation
HP:0003070,4115208,Ankylosis of the elbow joint
HP:0025439,4226263,Pharyngitis
HP:0003641,321414,Hemoglobinuria
HP:0001849,4093531,Absence of toe
HP:0004464,133779,Postauricular fistula
HP:0002619,312349,Venous varices
HP:0000603,376116,Central scotoma
HP:0011508,4338894,Macular hole
HP:0002020,23325,Heartburn
HP:0002020,318800,Gastroesophageal reflux disease
HP:0002571,318186,Achalasia of esophagus
HP:0000709,436073,Psychotic disorder
HP:0005313,37204824,Fibromuscular dysplasia of wall of artery
HP:0002145,4043378,Frontotemporal dementia
HP:0000271,4042835,Disorder of face
HP:0000411,4170135,Prominent ear
HP:0031249,436235,Taste sense altered
HP:0002960,434621,Autoimmune disease
HP:0032967,4177944,Panacinar emphysema
HP:0100608,195012,Intermenstrual bleeding - irregular
HP:0012418,437390,Hypoxemia
HP:0410137,4014199,Solar urticaria
HP:0009886,4032876,Clastothrix
HP:0030907,43530641,Primary thunderclap headache
HP:0012722,320425,Heart block
HP:0001889,435789,Megaloblastic anemia
HP:0100310,4306943,Epidural hemorrhage
HP:4000037,72434,Congenital hydrocele
HP:0005172,4268046,Left posterior fascicular block
HP:0004610,136788,Spinal stenosis of lumbar region
HP:0030706,24977,Mucocele of salivary gland
HP:0004872,198464,Incisional hernia
HP:0025469,4313298,Anagen effluvium
HP:0001944,435796,Dehydration
HP:0100580,443344,Barrett's esophagus
HP:0012167,4062972,Trichotillomania
HP:0000794,4128061,IgA nephropathy
HP:0004392,201397,Prune belly syndrome
HP:0012325,4133599,Chronic myelomonocytic leukemia
HP:0007707,381949,Congenital aphakia
HP:0005505,4003185,Refractory anemia (clinical)
HP:0030160,196163,Cervicitis and endocervicitis
HP:0030160,444078,Inflammation of cervix
HP:0012623,443614,Chronic kidney disease stage 1
HP:0031592,4007736,Situs inversus with levocardia
HP:0033587,434084,Abscess of vulva
HP:0033513,436389,Cocaine dependence
HP:0033513,4264766,Cocaine-induced organic mental disorder
HP:0001970,4177206,Tubulointerstitial nephritis
HP:0010534,437306,Transient global amnesia
HP:0001651,4100815,Dextrocardia
HP:0000132,4302555,Menorrhagia
HP:0030008,4291794,Congenital absence of cervix
HP:0003401,4236484,Paresthesia
HP:0100512,436070,Vitamin D deficiency
HP:0025267,4248728,Snoring
HP:0100651,201254,Type 1 diabetes mellitus
HP:0000144,4066416,Decreased fertility
HP:0500044,45763827,Retraction of upper eyelid
HP:0000834,193165,Disorder of adrenal gland
HP:0012076,434626,Borderline personality disorder
HP:0000608,4224741,Degenerative disorder of macula
HP:0100497,434310,Pellagra
HP:0100497,4303664,Niacin deficiency
HP:0000119,4171379,Disorder of the genitourinary system
HP:0009924,4002306,Underdevelopment of nose
HP:0001738,4186463,Exocrine pancreatic insufficiency
HP:0020110,75053,Fracture of bone
HP:0100764,433997,Lymphangioma
HP:0002634,318443,Arteriosclerotic vascular disease
HP:0009741,4140207,Nephrosclerosis
HP:0100821,441906,Prolapse of urethra
HP:0100806,132797,Sepsis
HP:0032107,4218346,Limbal stem cell deficiency
HP:0003202,78236,Muscle atrophy
HP:0005850,4006107,Congenital talipes calcaneovalgus
HP:0012614,4150384,Urine cytology abnormal
HP:0001974,438398,Leukocytosis
HP:0032131,192367,Dysplasia of cervix
HP:0001007,134718,Hirsutism
HP:0005701,4145177,Enchondromatosis
HP:0030683,4149084,Vaginitis
HP:0003474,4161682,Hypesthesia
HP:0001686,40481303,Aphonia
HP:0041061,4138414,Fracture of calcaneus
HP:0001659,439834,Rheumatic aortic regurgitation
HP:0002083,378735,Migraine without aura
HP:0001805,4200238,Onychogryposis
HP:0000970,140490,Anhidrosis
HP:0000790,437038,Blood in urine
HP:0000790,79864,Hematuria syndrome
HP:0000029,438477,Atrophy of testis
HP:0010677,193874,Nocturnal enuresis
HP:0000980,138858,Pale complexion
HP:0020123,378765,Tympanosclerosis
HP:0030517,376977,Heteronymous bilateral visual field defects
HP:0012847,374023,Epilepsia partialis continua
HP:0004050,4159298,Congenital absence of hand
HP:0430007,438152,Symblepharon
HP:0046503,4237753,Increased libido
HP:0100827,4281826,Lymphocytosis
HP:0100645,198202,Cystocele
HP:0100645,4254781,Herniated urinary bladder
HP:0002615,317002,Low blood pressure
HP:0008780,73021,Bilateral congenital dislocation of hip
HP:0031776,372647,Cyclotropia
HP:0001649,444070,Tachycardia
HP:0030833,24134,Neck pain
HP:0100719,4068113,Coloboma of lens
HP:0012478,74064,Ankylosis of temporomandibular joint
HP:0000541,378414,Retinal detachment
HP:0011784,138717,Toxic diffuse goiter
HP:0032092,4103137,Left ventricular outflow tract obstruction
HP:0045005,4102400,Neural tube defect
HP:0002643,4195694,Acute respiratory distress syndrome
HP:0002181,376690,Cerebral edema
HP:0031013,80493,Ankylosis of joint
HP:0010463,4003569,Congenital absence of ovary
HP:0003179,77357,Intrapelvic protrusion of acetabulum
HP:0003304,4344612,Spondylolysis
HP:0006704,321109,Congenital anomaly of coronary artery
HP:0004813,4247776,Posttransfusion purpura
HP:0012314,4066493,Bouchard's node
HP:0100658,435613,Cellulitis
HP:0025264,4097158,Ankle stiff
HP:0010771,3655550,Pilonidal abscess
HP:0012626,443612,Chronic kidney disease stage 4
HP:0000360,377575,Tinnitus
HP:0001694,4194358,Right to left cardiovascular shunt
HP:0007824,380412,Total ophthalmoplegia
HP:0012710,139099,Ingrowing nail
HP:0000662,374037,Night blindness
HP:0002664,438112,Neoplastic disease
HP:0008749,4109493,Laryngeal hypoplasia
HP:0000708,4080568,Problem behavior
HP:0009797,372925,Cholesteatoma
HP:0012388,260139,Acute bronchitis
HP:0011599,4040838,Mesocardia
HP:0000019,201688,Delay when starting to pass urine
HP:0003765,140168,Psoriasis
HP:0011540,441385,Corrected transposition of great vessels
HP:0000616,434652,Persistent miosis
HP:0032547,376107,Hypotony of eye
HP:0025328,434089,Antepartum hemorrhage
HP:0012155,439385,Corneal hypoesthesia
HP:0012622,46271022,Chronic kidney disease
HP:0001045,138502,Vitiligo
HP:0000867,138388,Secondary hyperparathyroidism
HP:0000220,4150457,Velopharyngeal insufficiency
HP:0001635,319835,Congestive heart failure
HP:0030430,40483714,Neuroma
HP:0010865,441547,Oppositional defiant disorder
HP:0006530,4119786,Interstitial lung disease
HP:0009720,380839,Tuberous sclerosis syndrome
HP:0003737,4059379,Mitochondrial myopathy
HP:0001083,378245,Congenital ectopic lens
HP:0012668,4121812,Situational syncope
HP:0100279,40481367,Chronic left-sided ulcerative colitis
HP:0100279,81893,Ulcerative colitis
HP:0008366,4035425,Contracture of joint of foot
HP:0002202,254061,Pleural effusion
HP:0012426,436701,Drusen of optic disc
HP:0020084,4212079,Carbuncle
HP:0001723,4190773,Restrictive cardiomyopathy
HP:0041248,4218884,Fracture of carpal bone
HP:0010316,4069182,Ebstein's anomaly
HP:0200032,373771,Kayser-Fleischer ring
HP:0001882,435224,Leukopenia
HP:0040187,4071063,Sepsis of the newborn
HP:0011172,374168,Complex febrile seizure
HP:0008629,4339489,Tinnitus of vascular origin
HP:0031622,76122,Brown's tendon sheath syndrome
HP:0032160,432310,Cryptococcal meningitis
HP:0004299,4028373,Hernia of abdominal wall
HP:0012246,4189235,Third cranial nerve weakness
HP:0002036,4277355,Paraesophageal hernia
HP:0002036,4224004,Hiatal hernia
HP:0000100,195314,Nephrotic syndrome
HP:0500069,4200286,Paralytic ectropion
HP:0030692,373724,Neoplasm of brain
HP:0030692,380055,Primary malignant neoplasm of brain
HP:0001161,73318,Polydactyly of fingers
HP:0001634,4252872,Mitral valve prolapse
HP:0032515,140654,Deep seated dermatophytosis
HP:0003201,4345578,Rhabdomyolysis
HP:0000789,4311387,Infertile
HP:0100523,201901,Abscess of liver
HP:0011711,4295336,Left anterior fascicular block
HP:0008404,4336254,Dystrophia unguium
HP:0002153,434610,Hyperkalemia
HP:0100584,441589,Endocarditis
HP:0100584,434663,Acute endocarditis
HP:0001644,4163710,Dilated cardiomyopathy
HP:0031501,201131,Pelvic mass
HP:0012077,440369,Histrionic personality disorder
HP:0001324,79908,Muscle weakness
HP:0001822,443744,Bunion
HP:0001638,321319,Cardiomyopathy
HP:0012203,4065991,Cellulitis and abscess of finger and toe
HP:0012203,79898,Cellulitis and abscess of finger
HP:0012203,136496,Cellulitis and abscess of face
HP:0012203,197950,Cellulitis and abscess of trunk
HP:0012203,75337,Cellulitis and abscess of buttock
HP:0012203,140648,Onychomycosis due to dermatophyte
HP:0001692,4068155,Atrial arrhythmia
HP:0002613,192675,Biliary cirrhosis
HP:0002613,4135822,Primary biliary cholangitis
HP:0000853,135772,Goiter
HP:0001402,4001171,Liver cell carcinoma
HP:0000362,439035,Otosclerosis
HP:0008258,4029573,Congenital adrenal hyperplasia
HP:0008209,198715,Premature menopause
HP:0012109,435543,Primary angle-closure glaucoma
HP:0005978,201826,Type 2 diabetes mellitus
HP:0030003,375821,Paralytic lagophthalmos
HP:0001257,4329728,Spasticity
HP:0001884,4102424,Calcaneovalgus deformity of foot
HP:0002107,253796,Pneumothorax
HP:0031738,376418,Mechanical entropion
HP:0011410,193277,Deliveries by cesarean
HP:0002380,4219643,Muscle fasciculation
HP:0033005,137785,Verruca plantaris
HP:0005231,4225273,Chronic gastritis
HP:0030955,435243,Alcohol dependence
HP:0500052,379009,Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation
HP:0100896,4216644,Rectal polyp
HP:0010736,4233830,Monostotic fibrous dysplasia
HP:0041165,4138290,Fracture of maxilla
HP:0030454,40484951,Electrooculogram abnormal
HP:0007417,4066824,Discoid lupus erythematosus
HP:0000153,133303,Congenital anomaly of mouth
HP:0010605,381581,Chalazion
HP:0200029,4182711,Vasculitis of the skin
HP:0040289,432297,Cyclical neutropenia
HP:0000365,377889,Hearing loss
HP:0100845,441202,Anaphylaxis
HP:0000138,197610,Cyst of ovary
HP:0030445,257513,Carcinoid tumor of lung
HP:0002533,439935,Abnormal posture
HP:0000872,135215,Hashimoto thyroiditis
HP:0001004,435839,Lymphedema
HP:0002076,379806,Migraine variants
HP:0001561,437623,Polyhydramnios
HP:0008480,4308802,Cervical spondylosis
HP:0005224,443327,Rectal abscess
HP:0200026,379031,Pain in eye
HP:0025488,200774,Detrusor and sphincter dyssynergia
HP:0100576,4338523,Amaurosis fugax
HP:0001067,376938,Neurofibromatosis syndrome
HP:0033210,258866,Respiratory distress syndrome in the newborn
HP:0000093,75650,Proteinuria
HP:0031091,46272449,Dactylitis of toe
HP:0410017,380731,Otitis externa
HP:0410017,381859,Infective otitis externa
HP:0002621,40479625,Atherosclerosis of artery
HP:0000421,4096682,Bleeding from nose
HP:0001332,375800,Dystonia
HP:0003418,134736,Backache
HP:0020166,313761,Central retinal vein occlusion
HP:0100541,4178874,Femoral hernia
HP:0025059,4220074,Splenic abscess
HP:0011095,22945,Horizontal overbite
HP:0040075,4254542,Hypopituitarism
HP:0010514,26378,Hyperpituitarism
HP:0005506,134603,Chronic myeloid leukemia
HP:0003074,4214376,Hyperglycemia
HP:0000832,138384,Acquired hypothyroidism
HP:0002910,438878,Liver function tests abnormal
HP:0020071,133327,Viremia
HP:0002511,378419,Alzheimer's disease
HP:0041249,4134318,Fractured nasal bones
HP:0001648,4167085,Pulmonary heart disease
HP:0031792,377558,Irregular astigmatism
HP:0000704,141608,Periodontitis
HP:0002808,4214530,Kyphosis deformity of spine
HP:0001997,4096347,Gouty arthropathy
HP:0001997,440674,Gout
HP:0003131,4225406,Cystinuria
HP:0025312,373212,Esophoria
HP:0000238,4043738,Hydrocephalus
HP:0040115,373850,Congenital abnormality of Eustachian tube
HP:0001742,4334403,Nasal obstruction
HP:0001742,4195085,Nasal congestion
HP:0006000,198802,Occlusion of ureter
HP:0011892,435781,Vitamin K deficiency
HP:0010604,379822,Cyst of eyelid
HP:0000989,136184,Pruritus of skin
HP:0000989,4302654,Itching
HP:0100258,4004792,Radial polydactyly
HP:0002099,317009,Asthma
HP:0031589,4273391,Suicidal thoughts
HP:0000962,4067069,Callosity
HP:0000546,4318985,Degeneration of retina
HP:0009827,4267437,Amelia
HP:0001875,320073,Neutropenia
HP:0002488,138708,Acute leukemia
HP:0012230,4055484,Rhegmatogenous retinal detachment
HP:0041219,4205238,Elbow fracture
HP:0000265,374655,Mastoiditis
HP:0033117,433516,Duodenitis
HP:0100577,195588,Cystitis
HP:0100750,261880,Atelectasis
HP:0000839,25780,Pituitary dwarfism
HP:0000975,138565,Hyperhidrosis
HP:0000975,4188566,Sweating
HP:0000826,4267558,Precocious puberty
HP:0002094,4041664,Difficulty breathing
HP:0002094,312437,Dyspnea
HP:0200040,137351,Epidermoid cyst of skin
HP:0200040,4170770,Epidermoid cyst
HP:0100280,201606,Crohn's disease
HP:0100280,194684,Crohn's disease of large bowel
HP:0000859,195213,Hyperaldosteronism
HP:0012461,4265485,Bacteriuria
HP:0002725,257628,Systemic lupus erythematosus
HP:0012062,80509,Bone cyst
HP:0012062,72421,Solitary bone cyst
HP:0012701,4216708,Urgent desire for stool
HP:0032004,4194652,Pruritus of vulva
HP:0002031,23868,Congenital anomaly of esophagus
HP:0002240,197676,Large liver
HP:0030816,134386,Gingival recession
HP:0030816,4243666,Localized gingival recession
HP:0004684,441401,Talipes valgus
HP:0000567,438859,Fundus coloboma
HP:0002665,432571,Malignant lymphoma
HP:0030186,43531003,Essential tremor
HP:0003414,4134177,Subluxation of atlantoaxial joint
HP:0001065,137054,Skin striae
HP:0007024,373190,Pseudobulbar palsy
HP:0002445,374914,Tetraplegia
HP:0000646,376981,Amblyopia
HP:0040165,440822,Periostitis
HP:0025636,4302765,Endometritis
HP:0012154,4102935,Anhedonia
HP:0010891,433565,Juvenile osteochondrosis of spine
HP:0001138,380410,Nutritional optic neuropathy
HP:0002187,438733,Profound intellectual disability
HP:0041217,46270317,Fracture of shoulder
HP:0002608,194992,Celiac disease
HP:0100735,45768449,Hypertensive crisis
HP:0002104,321689,Apnea
HP:0012469,37109663,Infantile spasm
HP:0001709,320744,Complete atrioventricular block
HP:0000609,375823,Hypoplasia of the optic nerve
HP:0025252,441333,Geographic tongue
HP:0000505,373786,Abnormal vision
HP:0001677,315286,Chronic ischemic heart disease
HP:0001677,317576,Coronary arteriosclerosis
HP:0041153,4059173,Fracture of ankle
HP:0041246,4302740,Fracture of sternum
HP:0000175,4272171,Cleft hard and soft palate
HP:0000175,135923,Cleft palate
HP:0000389,4052079,Chronic otitis media
HP:0005681,4259507,Juvenile idiopathic arthritis
HP:0005681,4253901,Juvenile rheumatoid arthritis
HP:0000508,374044,Ptosis of eyelid
HP:0003072,435511,Hypercalcemia
HP:0012735,254761,Cough
HP:0000458,4185711,Loss of sense of smell
HP:0004757,4154290,Paroxysmal atrial fibrillation
HP:0100249,40490403,Calcification of muscle
HP:0032551,195562,Hemorrhoids
HP:0012474,313226,Carotid artery occlusion
HP:0012474,4288310,Carotid artery obstruction
HP:0030080,4041800,Burkitt's lymphoma (clinical)
HP:0100817,317895,Renovascular hypertension
HP:0041143,440543,Fracture of tibia
HP:0001693,40482197,Cardiac shunt
HP:0009830,4301699,Neuropathy
HP:0010890,4217493,Osgood Schlatter disease
HP:0100662,4176945,Inflammatory disorder of cartilage
HP:0001355,4023960,Macrocephaly
HP:0001355,4319903,Macroencephaly
HP:0010885,137651,Aseptic necrosis of medial femoral condyle
HP:0010885,4344387,Bone necrosis
HP:0010885,439120,Aseptic necrosis of head AND/OR neck of femur
HP:0010885,77650,Aseptic necrosis of bone
HP:0010885,79121,Aseptic necrosis of talus
HP:0010885,435633,Juvenile osteochondrosis of upper extremity
HP:0010885,141673,Aseptic necrosis of head of humerus
HP:0001744,200527,Splenomegaly
HP:0001818,137057,Paronychia
HP:0002059,4150603,Cerebral atrophy
HP:0011565,4099995,Common atrium
HP:0000700,138181,Radicular cyst
HP:0012193,441235,Large cell anaplastic lymphoma
HP:0001195,4005289,Single umbilical artery
HP:0000154,22426,Congenital macrostomia
HP:0033073,4299408,Gouty tophus
HP:0000366,256811,Congenital anomaly of nose
HP:0000366,4215933,Congenital deformity of nose
HP:0010755,437014,Asymmetry of maxilla
HP:0030143,4111297,Bowel sounds hyperactive
HP:0003279,45757653,Coxa magna
HP:0002039,442165,Loss of appetite
HP:0002384,4165417,Complex partial seizure with impairment of consciousness
HP:0032448,193804,Achlorhydria
HP:0100513,4203927,Vitamin E deficiency
HP:0033821,4203096,Lung mass
HP:0032416,432890,Microaneurysm of retinal artery
HP:0003763,433455,Sleep related bruxism
HP:0001636,320835,Tetralogy of Fallot
HP:0020147,4050147,Deficiency of butyryl-CoA dehydrogenase
HP:0033639,40479606,Septic pulmonary embolism
HP:0031909,4028991,Uterus unicornis
HP:0000135,4167354,Hypogonadism
HP:0002017,27674,Nausea and vomiting
HP:0005550,4082311,B-cell chronic lymphocytic leukemia
HP:0005550,138379,"Chronic lymphoid leukemia, disease"
HP:0011885,4247597,Intraocular hemorrhage
HP:0000073,4170862,Double ureter
HP:0007970,437093,Congenital ptosis of upper eyelid
HP:0011034,432595,Amyloidosis
HP:0003365,4170554,Hip pain
HP:0032227,4081088,Sebaceous hyperplasia
HP:0100013,81251,Neoplasm of breast
HP:0007209,434657,Weakness of face muscles
HP:0031737,374650,Cicatricial entropion
HP:0500049,373766,Retinopathy of prematurity
HP:0001133,378154,Visual field constriction
HP:0001133,4143365,Generalized visual field constriction
HP:0002088,257907,Disorder of lung
HP:0001971,192298,Hypersplenism
HP:0001631,4289309,Atrial septal defect
HP:0004798,37396146,Gastrointestinal infection
HP:0001513,433736,Obesity
HP:0002326,373503,Transient cerebral ischemia
HP:0009926,435553,Epiphora
HP:0030442,4116241,Squamous cell carcinoma of anal margin
HP:0011736,434000,Primary aldosteronism
HP:0001650,313221,Rheumatic aortic stenosis
HP:0001622,4086393,Premature delivery
HP:0001622,4175637,Premature pregnancy delivered
HP:0032071,4279553,Eosinophilic asthma
HP:0430028,437912,Congenital maxillary hyperplasia
HP:0000519,380513,Congenital cataract
